surah,ayah,word_pos,arabic_form,verb_kind,speaker,verse_sahih
31,25,7,yaquwlu,yaquluna,UNCLASSIFIED,"And if you asked them, ""Who created the heavens and earth?"" they would surely say, ""Allah."" Say, ""[All] praise is [due] to Allah ""; but most of them do not know."
31,25,9,quli,qul,GOD->Muhammad (Qul),"And if you asked them, ""Who created the heavens and earth?"" they would surely say, ""Allah."" Say, ""[All] praise is [due] to Allah ""; but most of them do not know."
32,3,2,yaquwlu,yaquluna,UNCLASSIFIED,"Or do they say, ""He invented it""? Rather, it is the truth from your Lord, [O Muhammad], that you may warn a people to whom no warner has come before you [so] perhaps they will be guided."
32,10,1,qaAlu,qalu,Disbelievers,"And they say, ""When we are lost within the earth, will we indeed be [recreated] in a new creation?"" Rather, they are, in [the matter of] the meeting with their Lord, disbelievers."
32,11,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""The angel of death will take you who has been entrusted with you. Then to your Lord you will be returned."""
32,20,13,qiyla,qila,UNCLASSIFIED,"But as for those who defiantly disobeyed, their refuge is the Fire. Every time they wish to emerge from it, they will be returned to it while it is said to them, ""Taste the punishment of the Fire which you used to deny."""
32,28,1,yaquwlu,yaquluna,UNCLASSIFIED,"And they say, ""When will be this conquest, if you should be truthful?"""
32,29,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""On the Day of Conquest the belief of those who had disbelieved will not benefit them, nor will they be reprieved."""
33,4,24,yaquwlu,yaqulu,UNCLASSIFIED,"Allah has not made for a man two hearts in his interior. And He has not made your wives whom you declare unlawful your mothers. And he has not made your adopted sons your [true] sons. That is [merely] your saying by your mouths, but Allah says the truth, and He guides to the [right] way."
33,12,2,yaquwlu,yaqulu,Disbelievers,"And [remember] when the hypocrites and those in whose hearts is disease said, ""Allah and His Messenger did not promise us except delusion,"""
33,13,2,qaAlat,qalat,Disbelievers,"And when a faction of them said, ""O people of Yathrib, there is no stability for you [here], so return [home]."" And a party of them asked permission of the Prophet, saying, ""Indeed, our houses are unprotected,"" while they were not exposed. They did not intend except to flee."
33,13,15,yaquwlu,yaquluna,Disbelievers,"And when a faction of them said, ""O people of Yathrib, there is no stability for you [here], so return [home]."" And a party of them asked permission of the Prophet, saying, ""Indeed, our houses are unprotected,"" while they were not exposed. They did not intend except to flee."
33,16,1,qul,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""Never will fleeing benefit you if you should flee from death or killing; and then [if you did], you would not be given enjoyment [of life] except for a little."""
33,17,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who is it that can protect you from Allah if He intends for you an ill or intends for you a mercy?"" And they will not find for themselves besides Allah any protector or any helper."
33,22,5,qaAlu,qalu,UNCLASSIFIED,"And when the believers saw the companies, they said, ""This is what Allah and His Messenger had promised us, and Allah and His Messenger spoke the truth."" And it increased them only in faith and acceptance."
33,28,3,qul,qul,GOD->Muhammad (Qul),"O Prophet, say to your wives, ""If you should desire the worldly life and its adornment, then come, I will provide for you and give you a gracious release."
33,32,17,qulo,other,UNCLASSIFIED,"O wives of the Prophet, you are not like anyone among women. If you fear Allah, then do not be soft in speech [to men], lest he in whose heart is disease should covet, but speak with appropriate speech."
33,37,2,taquwlu,other,UNCLASSIFIED,"And [remember, O Muhammad], when you said to the one on whom Allah bestowed favor and you bestowed favor, ""Keep your wife and fear Allah,"" while you concealed within yourself that which Allah is to disclose. And you feared the people, while Allah has more right that you fear Him. So when Zayd had no"
33,59,3,qul,qul,GOD->Muhammad (Qul),"O Prophet, tell your wives and your daughters and the women of the believers to bring down over themselves [part] of their outer garments. That is more suitable that they will be known and not be abused. And ever is Allah Forgiving and Merciful."
33,63,5,qulo,qul,GOD->Muhammad (Qul),"People ask you concerning the Hour. Say,"" Knowledge of it is only with Allah. And what may make you perceive? Perhaps the Hour is near."""
33,66,6,yaquwlu,yaquluna,UNCLASSIFIED,"The Day their faces will be turned about in the Fire, they will say, ""How we wish we had obeyed Allah and obeyed the Messenger."""
33,67,1,qaAlu,qalu,UNCLASSIFIED,"And they will say, ""Our Lord, indeed we obeyed our masters and our dignitaries, and they led us astray from the [right] way."
33,69,12,qaAlu,qalu,Moses,"O you who have believed, be not like those who abused Moses; then Allah cleared him of what they said. And he, in the sight of Allah, was distinguished."
33,70,6,quwlu,other,Moses,"O you who have believed, fear Allah and speak words of appropriate justice."
34,3,1,qaAla,qala,UNCLASSIFIED,"But those who disbelieve say, ""The Hour will not come to us."" Say, ""Yes, by my Lord, it will surely come to you. [Allah is] the Knower of the unseen."" Not absent from Him is an atom's weight within the heavens or within the earth or [what is] smaller than that or greater, except that it is in a clea"
34,3,7,qulo,qul,GOD->Muhammad (Qul),"But those who disbelieve say, ""The Hour will not come to us."" Say, ""Yes, by my Lord, it will surely come to you. [Allah is] the Knower of the unseen."" Not absent from Him is an atom's weight within the heavens or within the earth or [what is] smaller than that or greater, except that it is in a clea"
34,7,1,qaAla,qala,UNCLASSIFIED,"But those who disbelieve say, ""Shall we direct you to a man who will inform you [that] when you have disintegrated in complete disintegration, you will [then] be [recreated] in a new creation?"
34,19,1,qaAlu,qalu,UNCLASSIFIED,"But [insolently] they said, ""Our Lord, lengthen the distance between our journeys,"" and wronged themselves, so We made them narrations and dispersed them in total dispersion. Indeed in that are signs for everyone patient and grateful."
34,22,1,quli,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""Invoke those you claim [as deities] besides Allah."" They do not possess an atom's weight [of ability] in the heavens or on the earth, and they do not have therein any partnership [with Him], nor is there for Him from among them any assistant."
34,23,14,qaAlu,qalu,UNCLASSIFIED,"And intercession does not benefit with Him except for one whom He permits. [And those wait] until, when terror is removed from their hearts, they will say [to one another], ""What has your Lord said?"" They will say, ""The truth."" And He is the Most High, the Grand."
34,23,16,qaAla,qala,UNCLASSIFIED,"And intercession does not benefit with Him except for one whom He permits. [And those wait] until, when terror is removed from their hearts, they will say [to one another], ""What has your Lord said?"" They will say, ""The truth."" And He is the Most High, the Grand."
34,23,18,qaAlu,qalu,UNCLASSIFIED,"And intercession does not benefit with Him except for one whom He permits. [And those wait] until, when terror is removed from their hearts, they will say [to one another], ""What has your Lord said?"" They will say, ""The truth."" And He is the Most High, the Grand."
34,24,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who provides for you from the heavens and the earth?"" Say, ""Allah. And indeed, we or you are either upon guidance or in clear error."""
34,24,7,quli,qul,GOD->Muhammad (Qul),"Say, ""Who provides for you from the heavens and the earth?"" Say, ""Allah. And indeed, we or you are either upon guidance or in clear error."""
34,25,1,qul,qul,GOD->Muhammad (Qul),"Say, ""You will not be asked about what we committed, and we will not be asked about what you do."""
34,26,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Our Lord will bring us together; then He will judge between us in truth. And He is the Knowing Judge."""
34,27,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Show me those whom you have attached to Him as partners. No! Rather, He [alone] is Allah, the Exalted in Might, the Wise."""
34,29,1,yaquwlu,yaquluna,UNCLASSIFIED,"And they say, ""When is this promise, if you should be truthful?"""
34,30,1,qul,qul,GOD->Muhammad (Qul),"Say, ""For you is the appointment of a Day [when] you will not remain thereafter an hour, nor will you precede [it]."""
34,31,1,qaAla,qala,Disbelievers,"And those who disbelieve say, ""We will never believe in this Qur'an nor in that before it."" But if you could see when the wrongdoers are made to stand before their Lord, refuting each other's words... Those who were oppressed will say to those who were arrogant, ""If not for you, we would have been b"
34,31,24,yaquwlu,yaqulu,Disbelievers,"And those who disbelieve say, ""We will never believe in this Qur'an nor in that before it."" But if you could see when the wrongdoers are made to stand before their Lord, refuting each other's words... Those who were oppressed will say to those who were arrogant, ""If not for you, we would have been b"
34,32,1,qaAla,qala,Disbelievers,"Those who were arrogant will say to those who were oppressed, ""Did we avert you from guidance after it had come to you? Rather, you were criminals."""
34,33,1,qaAla,qala,Disbelievers,"Those who were oppressed will say to those who were arrogant, ""Rather, [it was your] conspiracy of night and day when you were ordering us to disbelieve in Allah and attribute to Him equals."" But they will [all] confide regret when they see the punishment; and We will put shackles on the necks of th"
34,34,8,qaAla,qala,Disbelievers,"And We did not send into a city any warner except that its affluent said, ""Indeed we, in that with which you were sent, are disbelievers."""
34,35,1,qaAlu,qalu,Disbelievers,"And they said, ""We are more [than the believers] in wealth and children, and we are not to be punished."""
34,36,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, my Lord extends provision for whom He wills and restricts [it], but most of the people do not know."""
34,39,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, my Lord extends provision for whom He wills of His servants and restricts [it] for him. But whatever thing you spend [in His cause] - He will compensate it; and He is the best of providers."""
34,40,5,yaquwlu,yaqulu,Angels,"And [mention] the Day when He will gather them all and then say to the angels, ""Did these [people] used to worship you?"""
34,41,1,qaAlu,qalu,Angels,"They will say, ""Exalted are You! You, [O Allah], are our benefactor not them. Rather, they used to worship the jinn; most of them were believers in them."""
34,42,9,naquwlu,naqulu,GOD (We say),"But today you do not hold for one another [the power of] benefit or harm, and We will say to those who wronged, ""Taste the punishment of the Fire, which you used to deny."""
34,43,6,qaAlu,qalu,Angels,"And when our verses are recited to them as clear evidences, they say, ""This is not but a man who wishes to avert you from that which your fathers were worshipping."" And they say, ""This is not except a lie invented."" And those who disbelieve say of the truth when it has come to them, ""This is not but"
34,43,18,qaAlu,qalu,Angels,"And when our verses are recited to them as clear evidences, they say, ""This is not but a man who wishes to avert you from that which your fathers were worshipping."" And they say, ""This is not except a lie invented."" And those who disbelieve say of the truth when it has come to them, ""This is not but"
34,43,24,qaAla,qala,Angels,"And when our verses are recited to them as clear evidences, they say, ""This is not but a man who wishes to avert you from that which your fathers were worshipping."" And they say, ""This is not except a lie invented."" And those who disbelieve say of the truth when it has come to them, ""This is not but"
34,46,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""I only advise you of one [thing] - that you stand for Allah, [seeking truth] in pairs and individually, and then give thought."" There is not in your companion any madness. He is only a warner to you before a severe punishment."
34,47,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Whatever payment I might have asked of you - it is yours. My payment is only from Allah, and He is, over all things, Witness."""
34,48,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, my Lord projects the truth. Knower of the unseen."""
34,49,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""The truth has come, and falsehood can neither begin [anything] nor repeat [it]."""
34,50,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""If I should err, I would only err against myself. But if I am guided, it is by what my Lord reveals to me. Indeed, He is Hearing and near."""
34,52,1,qaAlu,qalu,UNCLASSIFIED,"And they will [then] say, ""We believe in it!"" But how for them will be the taking [of faith] from a place far away?"
35,34,1,qaAlu,qalu,UNCLASSIFIED,"And they will say, ""Praise to Allah, who has removed from us [all] sorrow. Indeed, our Lord is Forgiving and Appreciative -"
35,40,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Have you considered your 'partners' whom you invoke besides Allah? Show me what they have created from the earth, or have they partnership [with Him] in the heavens? Or have We given them a book so they are [standing] on evidence therefrom? [No], rather, the wrongdoers do not promise each othe"
36,14,8,qaAlu,qalu,UNCLASSIFIED,"When We sent to them two but they denied them, so We strengthened them with a third, and they said, ""Indeed, we are messengers to you."""
36,15,1,qaAlu,qalu,UNCLASSIFIED,"They said, ""You are not but human beings like us, and the Most Merciful has not revealed a thing. You are only telling lies."""
36,16,1,qaAlu,qalu,UNCLASSIFIED,"They said, ""Our Lord knows that we are messengers to you,"
36,18,1,qaAlu,qalu,UNCLASSIFIED,"They said, ""Indeed, we consider you a bad omen. If you do not desist, we will surely stone you, and there will surely touch you, from us, a painful punishment."""
36,19,1,qaAlu,qalu,UNCLASSIFIED,"They said, ""Your omen is with yourselves. Is it because you were reminded? Rather, you are a transgressing people."""
36,20,7,qaAla,qala,UNCLASSIFIED,"And there came from the farthest end of the city a man, running. He said, ""O my people, follow the messengers."
36,26,1,qiyla,qila,UNCLASSIFIED,"It was said, ""Enter Paradise."" He said, ""I wish my people could know"
36,26,4,qaAla,qala,UNCLASSIFIED,"It was said, ""Enter Paradise."" He said, ""I wish my people could know"
36,45,2,qiyla,qila,UNCLASSIFIED,"But when it is said to them, ""Beware of what is before you and what is behind you; perhaps you will receive mercy... """
36,47,2,qiyla,qila,UNCLASSIFIED,"And when it is said to them, ""Spend from that which Allah has provided for you,"" those who disbelieve say to those who believe, ""Should we feed one whom, if Allah had willed, He would have fed? You are not but in clear error."""
36,47,8,qaAla,qala,UNCLASSIFIED,"And when it is said to them, ""Spend from that which Allah has provided for you,"" those who disbelieve say to those who believe, ""Should we feed one whom, if Allah had willed, He would have fed? You are not but in clear error."""
36,48,1,yaquwlu,yaquluna,UNCLASSIFIED,"And they say, ""When is this promise, if you should be truthful?"""
36,52,1,qaAlu,qalu,UNCLASSIFIED,"They will say, ""O woe to us! Who has raised us up from our sleeping place?"" [The reply will be], ""This is what the Most Merciful had promised, and the messengers told the truth."""
36,78,6,qaAla,qala,UNCLASSIFIED,"And he presents for Us an example and forgets his [own] creation. He says, ""Who will give life to bones while they are disintegrated?"""
36,79,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""He will give them life who produced them the first time; and He is, of all creation, Knowing."""
36,82,7,yaquwla,yaqulu,UNCLASSIFIED,"His command is only when He intends a thing that He says to it, ""Be,"" and it is."
37,15,1,qaAlu,qalu,UNCLASSIFIED,"And say, ""This is not but obvious magic."
37,18,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Yes, and you will be [rendered] contemptible."""
37,20,1,qaAlu,qalu,UNCLASSIFIED,"They will say, ""O woe to us! This is the Day of Recompense."""
37,28,1,qaAlu,qalu,UNCLASSIFIED,"They will say, ""Indeed, you used to come at us from the right."""
37,29,1,qaAlu,qalu,UNCLASSIFIED,"The oppressors will say, ""Rather, you [yourselves] were not believers,"
37,35,4,qiyla,qila,UNCLASSIFIED,"Indeed they, when it was said to them, ""There is no deity but Allah,"" were arrogant"
37,36,1,yaquwlu,yaquluna,UNCLASSIFIED,"And were saying, ""Are we to leave our gods for a mad poet?"""
37,51,1,qaAla,qala,UNCLASSIFIED,"A speaker among them will say, ""Indeed, I had a companion [on earth]"
37,52,1,yaquwlu,yaqulu,UNCLASSIFIED,"Who would say, 'Are you indeed of those who believe"
37,54,1,qaAla,qala,UNCLASSIFIED,"He will say, ""Would you [care to] look?"""
37,56,1,qaAla,qala,UNCLASSIFIED,"He will say, ""By Allah, you almost ruined me."
37,85,2,qaAla,qala,UNCLASSIFIED,"[And] when he said to his father and his people, ""What do you worship?"
37,89,1,qaAla,qala,UNCLASSIFIED,"And said, ""Indeed, I am [about to be] ill."""
37,91,4,qaAla,qala,UNCLASSIFIED,"Then he turned to their gods and said, ""Do you not eat?"
37,95,1,qaAla,qala,UNCLASSIFIED,"He said, ""Do you worship that which you [yourselves] carve,"
37,97,1,qaAlu,qalu,UNCLASSIFIED,"They said, ""Construct for him a furnace and throw him into the burning fire."""
37,99,1,qaAla,qala,UNCLASSIFIED,"And [then] he said, ""Indeed, I will go to [where I am ordered by] my Lord; He will guide me."
37,102,5,qaAla,qala,UNCLASSIFIED,"And when he reached with him [the age of] exertion, he said, ""O my son, indeed I have seen in a dream that I [must] sacrifice you, so see what you think."" He said, ""O my father, do as you are commanded. You will find me, if Allah wills, of the steadfast."""
37,102,16,qaAla,qala,UNCLASSIFIED,"And when he reached with him [the age of] exertion, he said, ""O my son, indeed I have seen in a dream that I [must] sacrifice you, so see what you think."" He said, ""O my father, do as you are commanded. You will find me, if Allah wills, of the steadfast."""
37,124,2,qaAla,qala,UNCLASSIFIED,"When he said to his people, ""Will you not fear Allah?"
37,151,5,yaquwlu,yaquluna,Angels,"Unquestionably, it is out of their [invented] falsehood that they say,"
37,167,3,yaquwlu,yaquluna,Disbelievers,"And indeed, the disbelievers used to say,"
38,4,6,qaAla,qala,Disbelievers,"And they wonder that there has come to them a warner from among themselves. And the disbelievers say, ""This is a magician and a liar."
38,16,1,qaAlu,qalu,Disbelievers,"And they say, ""Our Lord, hasten for us our share [of the punishment] before the Day of Account"""
38,17,4,yaquwlu,yaquluna,David,"Be patient over what they say and remember Our servant, David, the possessor of strength; indeed, he was one who repeatedly turned back [to Allah]."
38,22,7,qaAlu,qalu,David,"When they entered upon David and he was alarmed by them? They said, ""Fear not. [We are] two adversaries, one of whom has wronged the other, so judge between us with truth and do not exceed [it] and guide us to the sound path."
38,23,11,qaAla,qala,David,"Indeed this, my brother, has ninety-nine ewes, and I have one ewe; so he said, 'Entrust her to me,' and he overpowered me in speech."""
38,24,1,qaAla,qala,David,"[David] said, ""He has certainly wronged you in demanding your ewe [in addition] to his ewes. And indeed, many associates oppress one another, except for those who believe and do righteous deeds - and few are they."" And David became certain that We had tried him, and he asked forgiveness of his Lord "
38,32,1,qaAla,qala,UNCLASSIFIED,"And he said, ""Indeed, I gave preference to the love of good [things] over the remembrance of my Lord until the sun disappeared into the curtain [of darkness]."""
38,35,1,qaAla,qala,Solomon,"He said, ""My Lord, forgive me and grant me a kingdom such as will not belong to anyone after me. Indeed, You are the Bestower."""
38,60,1,qaAlu,qalu,UNCLASSIFIED,"They will say, ""Nor you! No welcome for you. You, [our leaders], brought this upon us, and wretched is the settlement."""
38,61,1,qaAlu,qalu,UNCLASSIFIED,"They will say, ""Our Lord, whoever brought this upon us - increase for him double punishment in the Fire."""
38,62,1,qaAlu,qalu,UNCLASSIFIED,"And they will say, ""Why do we not see men whom we used to count among the worst?"
38,65,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""I am only a warner, and there is not any deity except Allah, the One, the Prevailing."
38,67,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""It is great news"
38,71,2,qaAla,qala,Angels,"[So mention] when your Lord said to the angels, ""Indeed, I am going to create a human being from clay."
38,75,1,qaAla,qala,Disbelievers,"[Allah] said, ""O Iblees, what prevented you from prostrating to that which I created with My hands? Were you arrogant [then], or were you [already] among the haughty?"""
38,76,1,qaAla,qala,Disbelievers,"He said, ""I am better than him. You created me from fire and created him from clay."""
38,77,1,qaAla,qala,Disbelievers,"[Allah] said, ""Then get out of Paradise, for indeed, you are expelled."
38,79,1,qaAla,qala,Disbelievers,"He said, ""My Lord, then reprieve me until the Day they are resurrected."""
38,80,1,qaAla,qala,Disbelievers,"[Allah] said, ""So indeed, you are of those reprieved"
38,82,1,qaAla,qala,Disbelievers,"[Iblees] said, ""By your might, I will surely mislead them all"
38,84,1,qaAla,qala,Disbelievers,"[Allah] said, ""The truth [is My oath], and the truth I say -"
38,84,4,>aquwlu,aqulu,Disbelievers,"[Allah] said, ""The truth [is My oath], and the truth I say -"
38,86,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""I do not ask you for the Qur'an any payment, and I am not of the pretentious"
39,8,27,qulo,qul,GOD->Muhammad (Qul),"And when adversity touches man, he calls upon his Lord, turning to Him [alone]; then when He bestows on him a favor from Himself, he forgets Him whom he called upon before, and he attributes to Allah equals to mislead [people] from His way. Say, ""Enjoy your disbelief for a little; indeed, you are of"
39,9,13,qulo,qul,GOD->Muhammad (Qul),"Is one who is devoutly obedient during periods of the night, prostrating and standing [in prayer], fearing the Hereafter and hoping for the mercy of his Lord, [like one who does not]? Say, ""Are those who know equal to those who do not know?"" Only they will remember [who are] people of understanding."
39,10,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""O My servants who have believed, fear your Lord. For those who do good in this world is good, and the earth of Allah is spacious. Indeed, the patient will be given their reward without account."""
39,11,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""Indeed, I have been commanded to worship Allah, [being] sincere to Him in religion."
39,13,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed I fear, if I should disobey my Lord, the punishment of a tremendous Day."""
39,14,1,quli,qul,GOD->Muhammad (Qul),"Say, ""Allah [alone] do I worship, sincere to Him in my religion,"
39,15,6,qulo,qul,GOD->Muhammad (Qul),"So worship what you will besides Him."" Say, ""Indeed, the losers are the ones who will lose themselves and their families on the Day of Resurrection. Unquestionably, that is the manifest loss."""
39,24,8,qiyla,qila,Disbelievers,"Then is he who will shield with his face the worst of the punishment on the Day of Resurrection [like one secure from it]? And it will be said to the wrongdoers, ""Taste what you used to earn."""
39,38,7,yaquwlu,yaquluna,UNCLASSIFIED,"And if you asked them, ""Who created the heavens and the earth?"" they would surely say, ""Allah."" Say, ""Then have you considered what you invoke besides Allah? If Allah intended me harm, are they removers of His harm; or if He intended me mercy, are they withholders of His mercy?"" Say, ""Sufficient for"
39,38,9,qulo,qul,GOD->Muhammad (Qul),"And if you asked them, ""Who created the heavens and the earth?"" they would surely say, ""Allah."" Say, ""Then have you considered what you invoke besides Allah? If Allah intended me harm, are they removers of His harm; or if He intended me mercy, are they withholders of His mercy?"" Say, ""Sufficient for"
39,38,31,qulo,qul,GOD->Muhammad (Qul),"And if you asked them, ""Who created the heavens and the earth?"" they would surely say, ""Allah."" Say, ""Then have you considered what you invoke besides Allah? If Allah intended me harm, are they removers of His harm; or if He intended me mercy, are they withholders of His mercy?"" Say, ""Sufficient for"
39,39,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""O my people, work according to your position, [for] indeed, I am working; and you are going to know"
39,43,7,qulo,qul,GOD->Muhammad (Qul),"Or have they taken other than Allah as intercessors? Say, ""Even though they do not possess [power over] anything, nor do they reason?"""
39,44,1,qul,qul,GOD->Muhammad (Qul),"Say, ""To Allah belongs [the right to allow] intercession entirely. To Him belongs the dominion of the heavens and the earth. Then to Him you will be returned."""
39,46,1,quli,qul,GOD->Muhammad (Qul),"Say, ""O Allah, Creator of the heavens and the earth, Knower of the unseen and the witnessed, You will judge between your servants concerning that over which they used to differ."""
39,49,11,qaAla,qala,UNCLASSIFIED,"And when adversity touches man, he calls upon Us; then when We bestow on him a favor from Us, he says, ""I have only been given it because of [my] knowledge."" Rather, it is a trial, but most of them do not know."
39,50,2,qaAla,qala,UNCLASSIFIED,"Those before them had already said it, but they were not availed by what they used to earn."
39,53,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""O My servants who have transgressed against themselves [by sinning], do not despair of the mercy of Allah. Indeed, Allah forgives all sins. Indeed, it is He who is the Forgiving, the Merciful."""
39,56,2,taquwla,other,UNCLASSIFIED,"Lest a soul should say, ""Oh [how great is] my regret over what I neglected in regard to Allah and that I was among the mockers."""
39,57,2,taquwla,other,UNCLASSIFIED,"Or [lest] it say, ""If only Allah had guided me, I would have been among the righteous."""
39,58,2,taquwla,other,UNCLASSIFIED,"Or [lest] it say when it sees the punishment, ""If only I had another turn so I could be among the doers of good."""
39,64,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""Is it other than Allah that you order me to worship, O ignorant ones?"""
39,71,12,qaAla,qala,Disbelievers,"And those who disbelieved will be driven to Hell in groups until, when they reach it, its gates are opened and its keepers will say, ""Did there not come to you messengers from yourselves, reciting to you the verses of your Lord and warning you of the meeting of this Day of yours?"" They will say, ""Ye"
39,71,27,qaAlu,qalu,Disbelievers,"And those who disbelieved will be driven to Hell in groups until, when they reach it, its gates are opened and its keepers will say, ""Did there not come to you messengers from yourselves, reciting to you the verses of your Lord and warning you of the meeting of this Day of yours?"" They will say, ""Ye"
39,72,1,qiyla,qila,Disbelievers,"[To them] it will be said, ""Enter the gates of Hell to abide eternally therein, and wretched is the residence of the arrogant."""
39,73,13,qaAla,qala,Disbelievers,"But those who feared their Lord will be driven to Paradise in groups until, when they reach it while its gates have been opened and its keepers say, ""Peace be upon you; you have become pure; so enter it to abide eternally therein,"" [they will enter]."
39,74,1,qaAlu,qalu,Disbelievers,"And they will say, ""Praise to Allah, who has fulfilled for us His promise and made us inherit the earth [so] we may settle in Paradise wherever we will. And excellent is the reward of [righteous] workers."""
39,75,13,qiyla,qila,Angels,"And you will see the angels surrounding the Throne, exalting [Allah] with praise of their Lord. And it will be judged between them in truth, and it will be said, ""[All] praise to Allah, Lord of the worlds."""
40,11,1,qaAlu,qalu,UNCLASSIFIED,"They will say, ""Our Lord, You made us lifeless twice and gave us life twice, and we have confessed our sins. So is there to an exit any way?"""
40,24,5,qaAlu,qalu,Pharaoh,"To Pharaoh, Haman and Qarun; but they said, ""[He is] a magician and a liar."""
40,25,6,qaAlu,qalu,Pharaoh,"And when he brought them the truth from Us, they said, ""Kill the sons of those who have believed with him and keep their women alive."" But the plan of the disbelievers is not except in error."
40,26,1,qaAla,qala,Moses,"And Pharaoh said, ""Let me kill Moses and let him call upon his Lord. Indeed, I fear that he will change your religion or that he will cause corruption in the land."""
40,27,1,qaAla,qala,Moses,"But Moses said, ""Indeed, I have sought refuge in my Lord and your Lord from every arrogant one who does not believe in the Day of Account."""
40,28,1,qaAla,qala,Pharaoh,"And a believing man from the family of Pharaoh who concealed his faith said, ""Do you kill a man [merely] because he says, 'My Lord is Allah' while he has brought you clear proofs from your Lord? And if he should be lying, then upon him is [the consequence of] his lie; but if he should be truthful, t"
40,28,12,yaquwla,yaqulu,Pharaoh,"And a believing man from the family of Pharaoh who concealed his faith said, ""Do you kill a man [merely] because he says, 'My Lord is Allah' while he has brought you clear proofs from your Lord? And if he should be lying, then upon him is [the consequence of] his lie; but if he should be truthful, t"
40,29,15,qaAla,qala,Pharaoh,"O my people, sovereignty is yours today, [your being] dominant in the land. But who would protect us from the punishment of Allah if it came to us?"" Pharaoh said, ""I do not show you except what I see, and I do not guide you except to the way of right conduct."""
40,30,1,qaAla,qala,Pharaoh,"And he who believed said, ""O my people, indeed I fear for you [a fate] like the day of the companies -"
40,34,17,qulo,other,Joseph,"And Joseph had already come to you before with clear proofs, but you remained in doubt of that which he brought to you, until when he died, you said, 'Never will Allah send a messenger after him.' Thus does Allah leave astray he who is a transgressor and skeptic."""
40,36,1,qaAla,qala,Pharaoh,"And Pharaoh said, ""O Haman, construct for me a tower that I might reach the ways -"
40,38,1,qaAla,qala,Moses,"And he who believed said, ""O my people, follow me, I will guide you to the way of right conduct."
40,44,3,>aquwlu,aqulu,People of Hell,"And you will remember what I [now] say to you, and I entrust my affair to Allah. Indeed, Allah is Seeing of [His] servants."""
40,47,5,yaquwlu,yaqulu,Pharaoh,"And [mention] when they will argue within the Fire, and the weak will say to those who had been arrogant, ""Indeed, we were [only] your followers, so will you relieve us of a share of the Fire?"""
40,48,1,qaAla,qala,Pharaoh,"Those who had been arrogant will say, ""Indeed, all [of us] are in it. Indeed, Allah has judged between the servants."""
40,49,1,qaAla,qala,Pharaoh,"And those in the Fire will say to the keepers of Hell, ""Supplicate your Lord to lighten for us a day from the punishment."""
40,50,1,qaAlu,qalu,Disbelievers,"They will say, ""Did there not come to you your messengers with clear proofs?"" They will say, ""Yes."" They will reply, ""Then supplicate [yourselves], but the supplication of the disbelievers is not except in error."""
40,50,7,qaAlu,qalu,Disbelievers,"They will say, ""Did there not come to you your messengers with clear proofs?"" They will say, ""Yes."" They will reply, ""Then supplicate [yourselves], but the supplication of the disbelievers is not except in error."""
40,50,9,qaAlu,qalu,Disbelievers,"They will say, ""Did there not come to you your messengers with clear proofs?"" They will say, ""Yes."" They will reply, ""Then supplicate [yourselves], but the supplication of the disbelievers is not except in error."""
40,60,1,qaAla,qala,UNCLASSIFIED,"And your Lord says, ""Call upon Me; I will respond to you."" Indeed, those who disdain My worship will enter Hell [rendered] contemptible."
40,66,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""Indeed, I have been forbidden to worship those you call upon besides Allah once the clear proofs have come to me from my Lord, and I have been commanded to submit to the Lord of the worlds."""
40,68,9,yaquwlu,yaqulu,UNCLASSIFIED,"He it is who gives life and causes death; and when He decrees a matter, He but says to it, ""Be,"" and it is."
